State/UT,DropoutRate,Year,Level,Gender,StartYear
Andaman and Nicobar Islands,10.1,2018-2019,Secondary,Girls,2018
Andhra Pradesh,8.5,2018-2019,Secondary,Girls,2018
Arunachal Pradesh,19.1,2018-2019,Secondary,Girls,2018
Assam,14.7,2018-2019,Secondary,Girls,2018
Bihar,17.4,2018-2019,Secondary,Girls,2018
Chandigarh,10.8,2018-2019,Secondary,Girls,2018
Chhattisgarh,17.9,2018-2019,Secondary,Girls,2018
Dadra and Nagar Haveli,17.4,2018-2019,Secondary,Girls,2018
Daman and Diu,9.2,2018-2019,Secondary,Girls,2018
Delhi,8.1,2018-2019,Secondary,Girls,2018
Goa,14.0,2018-2019,Secondary,Girls,2018
Gujarat,12.9,2018-2019,Secondary,Girls,2018
Haryana,9.8,2018-2019,Secondary,Girls,2018
Himachal Pradesh,15.3,2018-2019,Secondary,Girls,2018
Jammu and Kashmir,19.0,2018-2019,Secondary,Girls,2018
Jharkhand,7.4,2018-2019,Secondary,Girls,2018
Karnataka,19.0,2018-2019,Secondary,Girls,2018
Kerala,7.8,2018-2019,Secondary,Girls,2018
Ladakh,14.2,2018-2019,Secondary,Girls,2018
Lakshadweep,14.3,2018-2019,Secondary,Girls,2018
Madhya Pradesh,9.2,2018-2019,Secondary,Girls,2018
Maharashtra,13.9,2018-2019,Secondary,Girls,2018
Manipur,16.3,2018-2019,Secondary,Girls,2018
Meghalaya,17.1,2018-2019,Secondary,Girls,2018
Mizoram,13.9,2018-2019,Secondary,Girls,2018
Nagaland,15.0,2018-2019,Secondary,Girls,2018
Odisha,7.7,2018-2019,Secondary,Girls,2018
Puducherry,8.1,2018-2019,Secondary,Girls,2018
Punjab,12.5,2018-2019,Secondary,Girls,2018
Rajasthan,15.5,2018-2019,Secondary,Girls,2018
Sikkim,11.6,2018-2019,Secondary,Girls,2018
Tamil Nadu,8.1,2018-2019,Secondary,Girls,2018
Telangana,17.9,2018-2019,Secondary,Girls,2018
Tripura,8.6,2018-2019,Secondary,Girls,2018
Uttar Pradesh,9.9,2018-2019,Secondary,Girls,2018
Uttarakhand,14.4,2018-2019,Secondary,Girls,2018
West Bengal,9.2,2018-2019,Secondary,Girls,2018
All India,9.1,2018-2019,Secondary,Girls,2018
Andaman and Nicobar Islands,1.9,2019-2020,Elementary,Boys,2019
Andhra Pradesh,4.6,2019-2020,Elementary,Boys,2019
Arunachal Pradesh,1.0,2019-2020,Elementary,Boys,2019
Assam,1.3,2019-2020,Elementary,Boys,2019
Bihar,1.0,2019-2020,Elementary,Boys,2019
Chandigarh,5.1,2019-2020,Elementary,Boys,2019
Chhattisgarh,3.9,2019-2020,Elementary,Boys,2019
Dadra and Nagar Haveli,3.6,2019-2020,Elementary,Boys,2019
Daman and Diu,1.6,2019-2020,Elementary,Boys,2019
Delhi,3.1,2019-2020,Elementary,Boys,2019
Goa,5.4,2019-2020,Elementary,Boys,2019
Gujarat,4.3,2019-2020,Elementary,Boys,2019
Haryana,0.2,2019-2020,Elementary,Boys,2019
Himachal Pradesh,0.5,2019-2020,Elementary,Boys,2019
Jammu and Kashmir,0.1,2019-2020,Elementary,Boys,2019
Jharkhand,4.9,2019-2020,Elementary,Boys,2019
Karnataka,1.4,2019-2020,Elementary,Boys,2019
Kerala,4.6,2019-2020,Elementary,Boys,2019
Ladakh,2.3,2019-2020,Elementary,Boys,2019
Lakshadweep,1.0,2019-2020,Elementary,Boys,2019
Madhya Pradesh,4.4,2019-2020,Elementary,Boys,2019
Maharashtra,0.9,2019-2020,Elementary,Boys,2019
Manipur,5.1,2019-2020,Elementary,Boys,2019
Meghalaya,5.7,2019-2020,Elementary,Boys,2019
Mizoram,4.8,2019-2020,Elementary,Boys,2019
Nagaland,0.6,2019-2020,Elementary,Boys,2019
Odisha,0.4,2019-2020,Elementary,Boys,2019
Puducherry,2.3,2019-2020,Elementary,Boys,2019
Punjab,1.2,2019-2020,Elementary,Boys,2019
Rajasthan,4.2,2019-2020,Elementary,Boys,2019
Sikkim,0.5,2019-2020,Elementary,Boys,2019
Tamil Nadu,5.7,2019-2020,Elementary,Boys,2019
Telangana,5.9,2019-2020,Elementary,Boys,2019
Tripura,1.9,2019-2020,Elementary,Boys,2019
Uttar Pradesh,1.0,2019-2020,Elementary,Boys,2019
Uttarakhand,4.1,2019-2020,Elementary,Boys,2019
West Bengal,3.2,2019-2020,Elementary,Boys,2019
All India,2.1,2019-2020,Elementary,Boys,2019
Andaman and Nicobar Islands,3.8,2019-2020,Elementary,Girls,2019
Andhra Pradesh,5.9,2019-2020,Elementary,Girls,2019
Arunachal Pradesh,0.1,2019-2020,Elementary,Girls,2019
Assam,5.2,2019-2020,Elementary,Girls,2019
Bihar,1.5,2019-2020,Elementary,Girls,2019
Chandigarh,2.1,2019-2020,Elementary,Girls,2019
Chhattisgarh,0.7,2019-2020,Elementary,Girls,2019
Dadra and Nagar Haveli,5.1,2019-2020,Elementary,Girls,2019
Daman and Diu,1.2,2019-2020,Elementary,Girls,2019
Delhi,0.1,2019-2020,Elementary,Girls,2019
Goa,0.5,2019-2020,Elementary,Girls,2019
Gujarat,0.5,2019-2020,Elementary,Girls,2019
Haryana,2.9,2019-2020,Elementary,Girls,2019
Himachal Pradesh,1.0,2019-2020,Elementary,Girls,2019
Jammu and Kashmir,4.1,2019-2020,Elementary,Girls,2019
Jharkhand,4.8,2019-2020,Elementary,Girls,2019
Karnataka,0.1,2019-2020,Elementary,Girls,2019
Kerala,4.5,2019-2020,Elementary,Girls,2019
Ladakh,4.8,2019-2020,Elementary,Girls,2019
Lakshadweep,3.8,2019-2020,Elementary,Girls,2019
Madhya Pradesh,1.7,2019-2020,Elementary,Girls,2019
Maharashtra,2.6,2019-2020,Elementary,Girls,2019
Manipur,3.7,2019-2020,Elementary,Girls,2019
Meghalaya,4.5,2019-2020,Elementary,Girls,2019
Mizoram,0.0,2019-2020,Elementary,Girls,2019
Nagaland,3.4,2019-2020,Elementary,Girls,2019
Odisha,4.2,2019-2020,Elementary,Girls,2019
Puducherry,5.5,2019-2020,Elementary,Girls,2019
Punjab,0.6,2019-2020,Elementary,Girls,2019
Rajasthan,3.1,2019-2020,Elementary,Girls,2019
Sikkim,3.8,2019-2020,Elementary,Girls,2019
Tamil Nadu,1.9,2019-2020,Elementary,Girls,2019
Telangana,4.6,2019-2020,Elementary,Girls,2019
Tripura,2.8,2019-2020,Elementary,Girls,2019
Uttar Pradesh,3.9,2019-2020,Elementary,Girls,2019
Uttarakhand,3.2,2019-2020,Elementary,Girls,2019
West Bengal,3.9,2019-2020,Elementary,Girls,2019
All India,3.2,2019-2020,Elementary,Girls,2019
Andaman and Nicobar Islands,10.1,2019-2020,Secondary,Boys,2019
Andhra Pradesh,7.8,2019-2020,Secondary,Boys,2019
Arunachal Pradesh,13.3,2019-2020,Secondary,Boys,2019
Assam,8.8,2019-2020,Secondary,Boys,2019
Bihar,13.3,2019-2020,Secondary,Boys,2019
Chandigarh,14.6,2019-2020,Secondary,Boys,2019
Chhattisgarh,12.4,2019-2020,Secondary,Boys,2019
Dadra and Nagar Haveli,10.9,2019-2020,Secondary,Boys,2019
Daman and Diu,18.5,2019-2020,Secondary,Boys,2019
Delhi,8.5,2019-2020,Secondary,Boys,2019
Goa,11.1,2019-2020,Secondary,Boys,2019
Gujarat,11.7,2019-2020,Secondary,Boys,2019
Haryana,10.4,2019-2020,Secondary,Boys,2019
Himachal Pradesh,16.2,2019-2020,Secondary,Boys,2019
Jammu and Kashmir,12.3,2019-2020,Secondary,Boys,2019
Jharkhand,15.0,2019-2020,Secondary,Boys,2019
Karnataka,16.5,2019-2020,Secondary,Boys,2019
Kerala,8.5,2019-2020,Secondary,Boys,2019
Ladakh,12.4,2019-2020,Secondary,Boys,2019
Lakshadweep,15.1,2019-2020,Secondary,Boys,2019
Madhya Pradesh,16.0,2019-2020,Secondary,Boys,2019
Maharashtra,7.7,2019-2020,Secondary,Boys,2019
Manipur,13.8,2019-2020,Secondary,Boys,2019
Meghalaya,14.8,2019-2020,Secondary,Boys,2019
Mizoram,13.2,2019-2020,Secondary,Boys,2019
Nagaland,8.8,2019-2020,Secondary,Boys,2019
Odisha,13.8,2019-2020,Secondary,Boys,2019
Puducherry,7.3,2019-2020,Secondary,Boys,2019
Punjab,14.1,2019-2020,Secondary,Boys,2019
Rajasthan,17.4,2019-2020,Secondary,Boys,2019
Sikkim,9.0,2019-2020,Secondary,Boys,2019
Tamil Nadu,10.2,2019-2020,Secondary,Boys,2019
Telangana,14.5,2019-2020,Secondary,Boys,2019
Tripura,13.4,2019-2020,Secondary,Boys,2019
Uttar Pradesh,15.6,2019-2020,Secondary,Boys,2019
Uttarakhand,10.6,2019-2020,Secondary,Boys,2019
West Bengal,10.6,2019-2020,Secondary,Boys,2019
All India,11.8,2019-2020,Secondary,Boys,2019
Andaman and Nicobar Islands,10.4,2019-2020,Secondary,Girls,2019
Andhra Pradesh,8.2,2019-2020,Secondary,Girls,2019
Arunachal Pradesh,8.7,2019-2020,Secondary,Girls,2019
Assam,12.7,2019-2020,Secondary,Girls,2019
Bihar,9.7,2019-2020,Secondary,Girls,2019
Chandigarh,12.0,2019-2020,Secondary,Girls,2019
Chhattisgarh,11.9,2019-2020,Secondary,Girls,2019
Dadra and Nagar Haveli,11.5,2019-2020,Secondary,Girls,2019
Daman and Diu,7.4,2019-2020,Secondary,Girls,2019
Delhi,16.5,2019-2020,Secondary,Girls,2019
Goa,6.2,2019-2020,Secondary,Girls,2019
Gujarat,12.3,2019-2020,Secondary,Girls,2019
Haryana,9.7,2019-2020,Secondary,Girls,2019
Himachal Pradesh,11.0,2019-2020,Secondary,Girls,2019
Jammu and Kashmir,8.1,2019-2020,Secondary,Girls,2019
Jharkhand,9.2,2019-2020,Secondary,Girls,2019
Karnataka,10.1,2019-2020,Secondary,Girls,2019
Kerala,9.4,2019-2020,Secondary,Girls,2019
Ladakh,19.7,2019-2020,Secondary,Girls,2019
Lakshadweep,10.8,2019-2020,Secondary,Girls,2019
Madhya Pradesh,14.9,2019-2020,Secondary,Girls,2019
Maharashtra,11.7,2019-2020,Secondary,Girls,2019
Manipur,9.4,2019-2020,Secondary,Girls,2019
Meghalaya,10.7,2019-2020,Secondary,Girls,2019
Mizoram,9.4,2019-2020,Secondary,Girls,2019
Nagaland,10.5,2019-2020,Secondary,Girls,2019
Odisha,11.8,2019-2020,Secondary,Girls,2019
Puducherry,12.6,2019-2020,Secondary,Girls,2019
Punjab,14.4,2019-2020,Secondary,Girls,2019
Rajasthan,13.9,2019-2020,Secondary,Girls,2019
Sikkim,10.7,2019-2020,Secondary,Girls,2019
Tamil Nadu,14.1,2019-2020,Secondary,Girls,2019
Telangana,7.1,2019-2020,Secondary,Girls,2019
Tripura,11.5,2019-2020,Secondary,Girls,2019
Uttar Pradesh,12.0,2019-2020,Secondary,Girls,2019
Uttarakhand,6.9,2019-2020,Secondary,Girls,2019
West Bengal,10.7,2019-2020,Secondary,Girls,2019
All India,10.8,2019-2020,Secondary,Girls,2019
Andaman and Nicobar Islands,4.8,2020-2021,Elementary,Boys,2020
Andhra Pradesh,3.2,2020-2021,Elementary,Boys,2020
Arunachal Pradesh,3.5,2020-2021,Elementary,Boys,2020
Assam,1.2,2020-2021,Elementary,Boys,2020
Bihar,4.7,2020-2021,Elementary,Boys,2020
Chandigarh,0.9,2020-2021,Elementary,Boys,2020
Chhattisgarh,1.8,2020-2021,Elementary,Boys,2020
Dadra and Nagar Haveli,5.4,2020-2021,Elementary,Boys,2020
Daman and Diu,3.8,2020-2021,Elementary,Boys,2020
Delhi,3.8,2020-2021,Elementary,Boys,2020
Goa,2.9,2020-2021,Elementary,Boys,2020
Gujarat,1.7,2020-2021,Elementary,Boys,2020
Haryana,0.1,2020-2021,Elementary,Boys,2020
Himachal Pradesh,0.2,2020-2021,Elementary,Boys,2020
Jammu and Kashmir,3.0,2020-2021,Elementary,Boys,2020
Jharkhand,1.5,2020-2021,Elementary,Boys,2020
Karnataka,1.9,2020-2021,Elementary,Boys,2020
Kerala,1.6,2020-2021,Elementary,Boys,2020
Ladakh,3.1,2020-2021,Elementary,Boys,2020
Lakshadweep,4.7,2020-2021,Elementary,Boys,2020
Madhya Pradesh,2.5,2020-2021,Elementary,Boys,2020
Maharashtra,4.5,2020-2021,Elementary,Boys,2020
Manipur,2.7,2020-2021,Elementary,Boys,2020
Meghalaya,5.4,2020-2021,Elementary,Boys,2020
Mizoram,4.9,2020-2021,Elementary,Boys,2020
Nagaland,0.5,2020-2021,Elementary,Boys,2020
Odisha,2.1,2020-2021,Elementary,Boys,2020
Puducherry,3.5,2020-2021,Elementary,Boys,2020
Punjab,0.1,2020-2021,Elementary,Boys,2020
Rajasthan,4.5,2020-2021,Elementary,Boys,2020
Sikkim,6.1,2020-2021,Elementary,Boys,2020
Tamil Nadu,4.3,2020-2021,Elementary,Boys,2020
Telangana,3.2,2020-2021,Elementary,Boys,2020
Tripura,2.1,2020-2021,Elementary,Boys,2020
Uttar Pradesh,3.7,2020-2021,Elementary,Boys,2020
Uttarakhand,3.8,2020-2021,Elementary,Boys,2020
West Bengal,3.1,2020-2021,Elementary,Boys,2020
All India,0.7,2020-2021,Elementary,Boys,2020
Andaman and Nicobar Islands,3.5,2020-2021,Elementary,Girls,2020
Andhra Pradesh,2.4,2020-2021,Elementary,Girls,2020
Arunachal Pradesh,4.9,2020-2021,Elementary,Girls,2020
Assam,4.0,2020-2021,Elementary,Girls,2020
Bihar,4.5,2020-2021,Elementary,Girls,2020
Chandigarh,3.5,2020-2021,Elementary,Girls,2020
Chhattisgarh,1.4,2020-2021,Elementary,Girls,2020
Dadra and Nagar Haveli,3.5,2020-2021,Elementary,Girls,2020
Daman and Diu,4.2,2020-2021,Elementary,Girls,2020
Delhi,2.6,2020-2021,Elementary,Girls,2020
Goa,4.1,2020-2021,Elementary,Girls,2020
Gujarat,5.1,2020-2021,Elementary,Girls,2020
Haryana,3.4,2020-2021,Elementary,Girls,2020
Himachal Pradesh,0.2,2020-2021,Elementary,Girls,2020
Jammu and Kashmir,1.8,2020-2021,Elementary,Girls,2020
Jharkhand,2.5,2020-2021,Elementary,Girls,2020
Karnataka,3.8,2020-2021,Elementary,Girls,2020
Kerala,4.1,2020-2021,Elementary,Girls,2020
Ladakh,4.3,2020-2021,Elementary,Girls,2020
Lakshadweep,3.9,2020-2021,Elementary,Girls,2020
Madhya Pradesh,4.5,2020-2021,Elementary,Girls,2020
Maharashtra,5.8,2020-2021,Elementary,Girls,2020
Manipur,0.9,2020-2021,Elementary,Girls,2020
Meghalaya,4.9,2020-2021,Elementary,Girls,2020
Mizoram,2.2,2020-2021,Elementary,Girls,2020
Nagaland,3.1,2020-2021,Elementary,Girls,2020
Odisha,5.1,2020-2021,Elementary,Girls,2020
Puducherry,0.7,2020-2021,Elementary,Girls,2020
Punjab,1.1,2020-2021,Elementary,Girls,2020
Rajasthan,3.5,2020-2021,Elementary,Girls,2020
Sikkim,5.0,2020-2021,Elementary,Girls,2020
Tamil Nadu,2.0,2020-2021,Elementary,Girls,2020
Telangana,0.9,2020-2021,Elementary,Girls,2020
Tripura,2.2,2020-2021,Elementary,Girls,2020
Uttar Pradesh,0.4,2020-2021,Elementary,Girls,2020
Uttarakhand,4.9,2020-2021,Elementary,Girls,2020
West Bengal,0.6,2020-2021,Elementary,Girls,2020
All India,5.2,2020-2021,Elementary,Girls,2020
Andaman and Nicobar Islands,13.0,2020-2021,Secondary,Boys,2020
Andhra Pradesh,15.5,2020-2021,Secondary,Boys,2020
Arunachal Pradesh,7.9,2020-2021,Secondary,Boys,2020
Assam,18.3,2020-2021,Secondary,Boys,2020
Bihar,11.4,2020-2021,Secondary,Boys,2020
Chandigarh,15.5,2020-2021,Secondary,Boys,2020
Chhattisgarh,11.5,2020-2021,Secondary,Boys,2020
Dadra and Nagar Haveli,11.7,2020-2021,Secondary,Boys,2020
Daman and Diu,14.9,2020-2021,Secondary,Boys,2020
Delhi,10.2,2020-2021,Secondary,Boys,2020
Goa,14.8,2020-2021,Secondary,Boys,2020
Gujarat,15.9,2020-2021,Secondary,Boys,2020
Haryana,10.3,2020-2021,Secondary,Boys,2020
Himachal Pradesh,14.7,2020-2021,Secondary,Boys,2020
Jammu and Kashmir,12.3,2020-2021,Secondary,Boys,2020
Jharkhand,7.7,2020-2021,Secondary,Boys,2020
Karnataka,12.4,2020-2021,Secondary,Boys,2020
Kerala,17.4,2020-2021,Secondary,Boys,2020
Ladakh,10.5,2020-2021,Secondary,Boys,2020
Lakshadweep,12.1,2020-2021,Secondary,Boys,2020
Madhya Pradesh,19.3,2020-2021,Secondary,Boys,2020
Maharashtra,13.8,2020-2021,Secondary,Boys,2020
Manipur,12.0,2020-2021,Secondary,Boys,2020
Meghalaya,11.8,2020-2021,Secondary,Boys,2020
Mizoram,16.8,2020-2021,Secondary,Boys,2020
Nagaland,12.0,2020-2021,Secondary,Boys,2020
Odisha,12.5,2020-2021,Secondary,Boys,2020
Puducherry,7.6,2020-2021,Secondary,Boys,2020
Punjab,16.0,2020-2021,Secondary,Boys,2020
Rajasthan,7.1,2020-2021,Secondary,Boys,2020
Sikkim,16.0,2020-2021,Secondary,Boys,2020
Tamil Nadu,16.7,2020-2021,Secondary,Boys,2020
Telangana,12.2,2020-2021,Secondary,Boys,2020
Tripura,13.1,2020-2021,Secondary,Boys,2020
Uttar Pradesh,6.7,2020-2021,Secondary,Boys,2020
Uttarakhand,12.9,2020-2021,Secondary,Boys,2020
West Bengal,16.4,2020-2021,Secondary,Boys,2020
All India,11.5,2020-2021,Secondary,Boys,2020
Andaman and Nicobar Islands,17.0,2020-2021,Secondary,Girls,2020
Andhra Pradesh,16.4,2020-2021,Secondary,Girls,2020
Arunachal Pradesh,11.7,2020-2021,Secondary,Girls,2020
Assam,8.0,2020-2021,Secondary,Girls,2020
Bihar,13.7,2020-2021,Secondary,Girls,2020
Chandigarh,15.4,2020-2021,Secondary,Girls,2020
Chhattisgarh,11.2,2020-2021,Secondary,Girls,2020
Dadra and Nagar Haveli,12.5,2020-2021,Secondary,Girls,2020
Daman and Diu,12.6,2020-2021,Secondary,Girls,2020
Delhi,7.1,2020-2021,Secondary,Girls,2020
Goa,8.8,2020-2021,Secondary,Girls,2020
Gujarat,6.8,2020-2021,Secondary,Girls,2020
Haryana,8.8,2020-2021,Secondary,Girls,2020
Himachal Pradesh,10.8,2020-2021,Secondary,Girls,2020
Jammu and Kashmir,13.8,2020-2021,Secondary,Girls,2020
Jharkhand,8.7,2020-2021,Secondary,Girls,2020
Karnataka,8.8,2020-2021,Secondary,Girls,2020
Kerala,13.9,2020-2021,Secondary,Girls,2020
Ladakh,14.5,2020-2021,Secondary,Girls,2020
Lakshadweep,15.3,2020-2021,Secondary,Girls,2020
Madhya Pradesh,7.5,2020-2021,Secondary,Girls,2020
Maharashtra,12.1,2020-2021,Secondary,Girls,2020
Manipur,14.0,2020-2021,Secondary,Girls,2020
Meghalaya,6.3,2020-2021,Secondary,Girls,2020
Mizoram,9.0,2020-2021,Secondary,Girls,2020
Nagaland,15.7,2020-2021,Secondary,Girls,2020
Odisha,13.6,2020-2021,Secondary,Girls,2020
Puducherry,13.0,2020-2021,Secondary,Girls,2020
Punjab,16.4,2020-2021,Secondary,Girls,2020
Rajasthan,15.5,2020-2021,Secondary,Girls,2020
Sikkim,13.8,2020-2021,Secondary,Girls,2020
Tamil Nadu,17.0,2020-2021,Secondary,Girls,2020
Telangana,12.1,2020-2021,Secondary,Girls,2020
Tripura,14.0,2020-2021,Secondary,Girls,2020
Uttar Pradesh,14.9,2020-2021,Secondary,Girls,2020
Uttarakhand,17.7,2020-2021,Secondary,Girls,2020
West Bengal,13.7,2020-2021,Secondary,Girls,2020
All India,12.9,2020-2021,Secondary,Girls,2020
Andaman and Nicobar Islands,5.0,2021-2022,Elementary,Boys,2021
Andhra Pradesh,4.1,2021-2022,Elementary,Boys,2021
Arunachal Pradesh,0.3,2021-2022,Elementary,Boys,2021
Assam,4.4,2021-2022,Elementary,Boys,2021
Bihar,2.5,2021-2022,Elementary,Boys,2021
Chandigarh,0.8,2021-2022,Elementary,Boys,2021
Chhattisgarh,0.7,2021-2022,Elementary,Boys,2021
Dadra and Nagar Haveli,5.0,2021-2022,Elementary,Boys,2021
Daman and Diu,0.4,2021-2022,Elementary,Boys,2021
Delhi,4.4,2021-2022,Elementary,Boys,2021
Goa,0.3,2021-2022,Elementary,Boys,2021
Gujarat,5.6,2021-2022,Elementary,Boys,2021
Haryana,4.3,2021-2022,Elementary,Boys,2021
Himachal Pradesh,5.5,2021-2022,Elementary,Boys,2021
Jammu and Kashmir,2.1,2021-2022,Elementary,Boys,2021
Jharkhand,2.3,2021-2022,Elementary,Boys,2021
Karnataka,2.6,2021-2022,Elementary,Boys,2021
Kerala,2.2,2021-2022,Elementary,Boys,2021
Ladakh,1.4,2021-2022,Elementary,Boys,2021
Lakshadweep,0.7,2021-2022,Elementary,Boys,2021
Madhya Pradesh,5.3,2021-2022,Elementary,Boys,2021
Maharashtra,2.9,2021-2022,Elementary,Boys,2021
Manipur,1.8,2021-2022,Elementary,Boys,2021
Meghalaya,1.2,2021-2022,Elementary,Boys,2021
Mizoram,2.7,2021-2022,Elementary,Boys,2021
Nagaland,3.7,2021-2022,Elementary,Boys,2021
Odisha,4.0,2021-2022,Elementary,Boys,2021
Puducherry,0.8,2021-2022,Elementary,Boys,2021
Punjab,2.9,2021-2022,Elementary,Boys,2021
Rajasthan,0.4,2021-2022,Elementary,Boys,2021
Sikkim,4.7,2021-2022,Elementary,Boys,2021
Tamil Nadu,2.3,2021-2022,Elementary,Boys,2021
Telangana,3.7,2021-2022,Elementary,Boys,2021
Tripura,4.4,2021-2022,Elementary,Boys,2021
Uttar Pradesh,5.4,2021-2022,Elementary,Boys,2021
Uttarakhand,3.5,2021-2022,Elementary,Boys,2021
West Bengal,4.5,2021-2022,Elementary,Boys,2021
All India,3.8,2021-2022,Elementary,Boys,2021
Andaman and Nicobar Islands,5.0,2021-2022,Elementary,Girls,2021
Andhra Pradesh,5.0,2021-2022,Elementary,Girls,2021
Arunachal Pradesh,2.5,2021-2022,Elementary,Girls,2021
Assam,2.8,2021-2022,Elementary,Girls,2021
Bihar,0.9,2021-2022,Elementary,Girls,2021
Chandigarh,1.9,2021-2022,Elementary,Girls,2021
Chhattisgarh,2.6,2021-2022,Elementary,Girls,2021
Dadra and Nagar Haveli,3.8,2021-2022,Elementary,Girls,2021
Daman and Diu,1.8,2021-2022,Elementary,Girls,2021
Delhi,4.6,2021-2022,Elementary,Girls,2021
Goa,3.9,2021-2022,Elementary,Girls,2021
Gujarat,4.7,2021-2022,Elementary,Girls,2021
Haryana,5.6,2021-2022,Elementary,Girls,2021
Himachal Pradesh,1.3,2021-2022,Elementary,Girls,2021
Jammu and Kashmir,3.9,2021-2022,Elementary,Girls,2021
Jharkhand,5.1,2021-2022,Elementary,Girls,2021
Karnataka,0.2,2021-2022,Elementary,Girls,2021
Kerala,1.8,2021-2022,Elementary,Girls,2021
Ladakh,5.0,2021-2022,Elementary,Girls,2021
Lakshadweep,3.5,2021-2022,Elementary,Girls,2021
Madhya Pradesh,3.5,2021-2022,Elementary,Girls,2021
Maharashtra,4.0,2021-2022,Elementary,Girls,2021
Manipur,0.9,2021-2022,Elementary,Girls,2021
Meghalaya,0.1,2021-2022,Elementary,Girls,2021
Mizoram,0.3,2021-2022,Elementary,Girls,2021
Nagaland,2.9,2021-2022,Elementary,Girls,2021
Odisha,3.4,2021-2022,Elementary,Girls,2021
Puducherry,4.9,2021-2022,Elementary,Girls,2021
Punjab,3.6,2021-2022,Elementary,Girls,2021
Rajasthan,0.9,2021-2022,Elementary,Girls,2021
Sikkim,4.8,2021-2022,Elementary,Girls,2021
Tamil Nadu,3.3,2021-2022,Elementary,Girls,2021
Telangana,3.1,2021-2022,Elementary,Girls,2021
Tripura,1.9,2021-2022,Elementary,Girls,2021
Uttar Pradesh,1.4,2021-2022,Elementary,Girls,2021
Uttarakhand,1.5,2021-2022,Elementary,Girls,2021
West Bengal,3.5,2021-2022,Elementary,Girls,2021
All India,5.5,2021-2022,Elementary,Girls,2021
Andaman and Nicobar Islands,10.0,2021-2022,Secondary,Boys,2021
Andhra Pradesh,11.7,2021-2022,Secondary,Boys,2021
Arunachal Pradesh,9.7,2021-2022,Secondary,Boys,2021
Assam,14.5,2021-2022,Secondary,Boys,2021
Bihar,13.5,2021-2022,Secondary,Boys,2021
Chandigarh,7.9,2021-2022,Secondary,Boys,2021
Chhattisgarh,7.5,2021-2022,Secondary,Boys,2021
Dadra and Nagar Haveli,9.7,2021-2022,Secondary,Boys,2021
Daman and Diu,13.6,2021-2022,Secondary,Boys,2021
Delhi,9.6,2021-2022,Secondary,Boys,2021
Goa,15.4,2021-2022,Secondary,Boys,2021
Gujarat,6.4,2021-2022,Secondary,Boys,2021
Haryana,6.8,2021-2022,Secondary,Boys,2021
Himachal Pradesh,11.9,2021-2022,Secondary,Boys,2021
Jammu and Kashmir,16.3,2021-2022,Secondary,Boys,2021
Jharkhand,18.0,2021-2022,Secondary,Boys,2021
Karnataka,15.5,2021-2022,Secondary,Boys,2021
Kerala,11.5,2021-2022,Secondary,Boys,2021
Ladakh,10.8,2021-2022,Secondary,Boys,2021
Lakshadweep,8.0,2021-2022,Secondary,Boys,2021
Madhya Pradesh,11.8,2021-2022,Secondary,Boys,2021
Maharashtra,12.8,2021-2022,Secondary,Boys,2021
Manipur,10.5,2021-2022,Secondary,Boys,2021
Meghalaya,9.5,2021-2022,Secondary,Boys,2021
Mizoram,15.5,2021-2022,Secondary,Boys,2021
Nagaland,8.9,2021-2022,Secondary,Boys,2021
Odisha,13.2,2021-2022,Secondary,Boys,2021
Puducherry,12.9,2021-2022,Secondary,Boys,2021
Punjab,7.7,2021-2022,Secondary,Boys,2021
Rajasthan,18.7,2021-2022,Secondary,Boys,2021
Sikkim,12.3,2021-2022,Secondary,Boys,2021
Tamil Nadu,12.1,2021-2022,Secondary,Boys,2021
Telangana,11.8,2021-2022,Secondary,Boys,2021
Tripura,11.6,2021-2022,Secondary,Boys,2021
Uttar Pradesh,11.0,2021-2022,Secondary,Boys,2021
Uttarakhand,10.8,2021-2022,Secondary,Boys,2021
West Bengal,10.2,2021-2022,Secondary,Boys,2021
All India,9.6,2021-2022,Secondary,Boys,2021
Andaman and Nicobar Islands,12.8,2021-2022,Secondary,Girls,2021
Andhra Pradesh,14.5,2021-2022,Secondary,Girls,2021
Arunachal Pradesh,12.4,2021-2022,Secondary,Girls,2021
Assam,15.5,2021-2022,Secondary,Girls,2021
Bihar,16.8,2021-2022,Secondary,Girls,2021
Chandigarh,11.3,2021-2022,Secondary,Girls,2021
Chhattisgarh,13.3,2021-2022,Secondary,Girls,2021
Dadra and Nagar Haveli,9.3,2021-2022,Secondary,Girls,2021
Daman and Diu,11.7,2021-2022,Secondary,Girls,2021
Delhi,10.7,2021-2022,Secondary,Girls,2021
Goa,12.4,2021-2022,Secondary,Girls,2021
Gujarat,9.9,2021-2022,Secondary,Girls,2021
Haryana,9.8,2021-2022,Secondary,Girls,2021
Himachal Pradesh,13.8,2021-2022,Secondary,Girls,2021
Jammu and Kashmir,11.4,2021-2022,Secondary,Girls,2021
Jharkhand,11.8,2021-2022,Secondary,Girls,2021
Karnataka,10.3,2021-2022,Secondary,Girls,2021
Kerala,9.6,2021-2022,Secondary,Girls,2021
Ladakh,7.6,2021-2022,Secondary,Girls,2021
Lakshadweep,8.6,2021-2022,Secondary,Girls,2021
Madhya Pradesh,10.1,2021-2022,Secondary,Girls,2021
Maharashtra,13.1,2021-2022,Secondary,Girls,2021
Manipur,12.2,2021-2022,Secondary,Girls,2021
